:ID;pageCount:string;title:string;volumeNo:int;publishedYear:int
19261;1033-1068;Learning Science by Constructing Models: Can Dragoon Increase Learning without Increasing the Time Required?;26;2016
19262;600-614;Stupid Tutoring Systems, Intelligent Humans.;26;2016
19263;204-228;Socio-Cultural Imbalances in AIED Research: Investigations, Implications and Opportunities.;25;2015
19264;346-379;A Measurement Model of Microgenetic Transfer for Improving Instructional Outcomes.;25;2015
19265;50-70;Towards Automatically Detecting Whether Student Learning is Shallow.;23;2013
19266;478-507;Design Guidelines and Empirical Case Study for Scaling Authentic Inquiry-based Science Learning via Open Online Courses and Interactive Biology Cloud Labs.;28;2018
19267;425-445;Constructing Causal Diagrams to Learn Deliberation.;19;2009
19268;544-560;The Evolution of Research on Digital Education.;26;2016
19269;119-151;I-MINDS: A Multiagent System for Intelligent Computer- Supported Collaborative Learning and Classroom Management.;18;2008
19270;1-28;Designing Academic Writing Analytics for Civil Law Student Self-Assessment.;28;2018
19271;37-71;Coordinating the Complexity of Tools, Tasks, and Users: On Theory-based Approaches to Authoring Tool Usability.;26;2016
19272;303-332;The Effect of Self-Explaining on Robust Learning.;20;2010
19273;124-132;Conversations with AutoTutor Help Students Learn.;26;2016
19274;389-422;A Study of Feedback Strategies in Foreign Language Classrooms and Tutorials with Implications for Intelligent Computer-Assisted Language Learning Systems.;17;2007
19275;493-519;Student Modeling Based on Problem Solving Times.;25;2015
19276;95-115;Simulating Instructional Roles through Pedagogical Agents.;15;2005
19277;381-400;UsingWeighted Constraints to Diagnose Errors in Logic Programming - The Case of an Ill-defined Domain.;19;2009
19278;162-188;Analysing Student Programs in the PHP Intelligent Tutoring System.;24;2014
19279;3-40;A Simulated Student Can Improve Collaborative Learning.;15;2005
19280;122-143;Effects of Voice-Based Synthetic Assistant on Performance of Emergency Care Provider in Training.;29;2019
19281;341-369;The Difficulty Factors Approach to the Design of Lessons in Intelligent Tutor Curricula.;17;2007
19282;416-430;Reflections on the Ecolab and the Zone of Proximal Development.;26;2016
19283;1069-1115;A New Perspective of Negotiation-Based Dialog to Enhance Metacognitive Skills in the Context of Open Learner Models.;26;2016
19284;317-345;Be Brief, And They Shall Learn: Generating Concise Language Feedback for a Computer Tutor.;18;2008
19285;616-631;Automated Test Assembly for Handling Learner Cold-Start in Large-Scale Assessments.;28;2018
19286;420-438;Metacognitive Overload!: Positive and Negative Effects of Metacognitive Prompts in an Intelligent Tutoring System.;28;2018
19287;269-301;Student Modeling in Orthopedic Surgery Training: Exploiting Symbiosis between Temporal Bayesian Networks and Fine-grained Didactic Analysis.;20;2010
19288;1-21;Studying the Effect of a Competitive Game Show in a Learning by Teaching Environment.;23;2013
19289;271-290;A Virtual Space for Children to Meet and Practice Chinese.;25;2015
19290;136-161;Understanding Attention to Adaptive Hints in Educational Games: An Eye-Tracking Study.;23;2013
19291;157;PREFACE.;13;2003
19292;11-18;The Careful Double Vision of Self.;13;2003
19293;671-693;The Impacts of Domain-General vs. Domain-Specific Diagramming Tools on Writing.;27;2017
19294;784-795;Different Futures of Adaptive Collaborative Learning Support.;26;2016
19295;694-728;Assessing Students' Use of Evidence and Organization in Response-to-Text Writing: Using Natural Language Processing for Rubric-Based Automated Scoring.;27;2017
19296;19-20;Merci John.;13;2003
19297;237-253;Self-Assessment in the REAP Tutor: Knowledge, Interest, Motivation, & Learning.;21;2013
19298;263-299;Coaching Web-based Collaborative Learning based on Problem Solution Differences and Participation.;13;2003
19299;193-204; Twenty Years on: Reflections on   Supporting the Use of External Representations in Problem Solving  ... ;26;2016
19300;932-974;An Analysis of Student Model Portability.;26;2016
19301;756-770;ITS, The End of the World as We Know It: Transitioning AIED into a Service-Oriented Ecosystem.;26;2016
19302;105-154;A New Paradigm for Intelligent Tutoring Systems: Example-Tracing Tutors.;19;2009
19303;407-427;Spendency: Students' Propensity to Use System Currency.;25;2015
19304;227-265;The Behavior of Tutoring Systems.;16;2006
19305;101-129;Shifting the Load: a Peer Dialogue Agent that Encourages its Human Collaborator to Contribute More to Problem Solving.;27;2017
19306;137-173;Widening the Knowledge Acquisition Bottleneck for Constraint-based Tutors.;20;2010
19307;141-160;Intelligent Sentence Writing Tutor: A System Development Cycle.;22;2013
19308;455-492;A Multi-Temporal Context-aware System for Competences Management.;25;2015
19309;729-757;Designing Automated Guidance to Promote Productive Revision of Science Explanations.;27;2017
19311;353-384;AI in Informal Science Education: Bringing Turing Back to Life to Perform the Turing Test.;27;2017
19313;133-149;The Negotiation of Meaning in Epistemic Situations.;26;2016
19314;29-57;Adding Communicative and Affective Strategies to an Embodied Conversational Agent to Enhance Second Language Learners' Willingness to Communicate.;29;2019
19315;325-355;An Evaluation of a Hybrid Language Understanding Approach for Robust Selection of Tutoring Goals.;15;2005
19316;79-105;Automated Assessment of Non-Native Learner Essays: Investigating the Role of Linguistic Features.;28;2018
19317;512-535;Reciprocal Tutoring: Design with Cognitive Load Sharing.;26;2016
19318;194-224;Modeling Expert Behavior in Support of an Adaptive Psychomotor Training Environment: a Marksmanship Use Case.;28;2018
19319;582-599;Evolution and Revolution in Artificial Intelligence in Education.;26;2016
19320;268-297;Developing Emotion-Aware, Advanced Learning Technologies: A Taxonomy of Approaches and Features.;27;2017
19321;267-270; Commentary on Kurt VanLehn's   The Behavior of Tutoring Systems  . ;16;2006
19322;59-94;Design of a Learning Environment in Combinatorics based on Problem Solving: Modeling Activities, Problems and Errors.;18;2008
19323;332-349;From Interactive Open Learner Modelling to Intelligent Mentoring: STyLE-OLM and Beyond.;26;2016
19324;520-542;Delayed Learning Effects with Erroneous Examples: a Study of Learning Decimals with a Web-Based Tutor.;25;2015
19325;380-406;Computer-based Assessment of Collaborative Problem Solving: Exploring the Feasibility of Human-to-Agent Approach.;25;2015
19326;161-190;Supporting Mathematical Problem Posing with a System for Learning Generation Processes through Examples.;22;2013
19327;22-49;Statistical Techniques to Explore the Quality of Constraints in Constraint-Based Modeling Environments.;23;2013
19328;5-36;Evolution of an Intelligent Deductive Logic Tutor Using Data-Driven Elements.;27;2017
19329;855-876;Perceived Task-Difficulty Recognition from Log-file Information for the Use in Adaptive Intelligent Tutoring Systems.;26;2016
19330;129-143;Using Knowledge Tracing in a Noisy Environment to Measure Student Reading Proficiencies.;16;2006
19331;327-351;FearNot! Involving Children in the Design of a Virtual Learning Environment.;16;2006
19332;117-155;MArCo: Building an Artificial Conflict Mediator to Support Group Planning Interactions.;13;2003
19333;713-729;We're in this Together: Intentional Design of Social Relationships with AIED Systems.;26;2016
19334;154-180;Lab4CE: a Remote Laboratory for Computer Education.;27;2017
19335;191-213;Role- and Relationship-based Identity Management for Privacy-enhanced E-learning.;21;2012
19336;1-28;How Does Prior Knowledge Influence Eye Fixations and Sequences of Cognitive and Metacognitive SRL Processes during Learning with an Intelligent Tutoring System?;29;2019
19337;645-659;Giving Eyesight to the Blind: Towards Attention-Aware AIED.;26;2016
19338;211-215;Preface - Emerging Technologies and Landmark Systems for Learning Mathematics and Science: Dedicated to the Memory of Erica Melis - Part 1.;24;2014
19339;336-384;Authoring Tools for Designing Intelligent Tutoring Systems: a Systematic Review of the Literature.;28;2018
19340;97-118;Automatic Extraction of Pedagogic Metadata from Learning Content.;18;2008
19341;47-63;Learning What Works in its from Non-Traditional Randomized Controlled Trial Data.;21;2011
19342;63-94;Software Patterns in ITS Architectures.;15;2005
19343;216-250;Reinforcing Math Knowledge by Immersing Students in a Simulated Learning-By-Teaching Experience.;24;2014
19344;209-236;A System that Facilitates Diverse Thinking in Problem Posing.;18;2008
19345;169-215;Explicit Reflection in Prolog-Tutor.;17;2007
19346;383-386;Preface-Emerging Technologies and Landmark Systems for Learning Mathematics and Science: Dedicated to the Memory of Erica Melis-Part 2.;24;2014
19347;427-469;AutoTutor and Family: A Review of 17 Years of Natural Language Tutoring.;24;2014
19348;1116;Erratum to: Preface to Special Issue on User Modelling to Support Personalization in Enhanced Educational Settings.;26;2016
19349;371-388;Desirable Characteristics of Learning Companions.;17;2007
19350;528-552;Going Global: Understanding English Language Learners' Student Motivation in English-Language MOOCs.;28;2018
19351;39-71;A Look at the Roles of Look & Roles in Embodied Pedagogical Agents - A User Preference Perspective.;19;2009
19352;4-12;The Birth of IJAIED.;26;2016
19353;157-172;Intelligent Augmented Reality Training for Motherboard Assembly.;25;2015
19354;975-1010;Interaction with an Edu-Game: A Detailed Analysis of Student Emotions and Judges' Perceptions.;26;2016
19355;877-931;Adapting Progress Feedback and Emotional Support to Learner Personality.;26;2016
19356;170-182;Implementation of Motivational Tactics in Tutoring Systems: 20 years on.;26;2016
19357;8-32;Can Online Discussion Participation Predict Group Project Performance? Investigating the Roles of Linguistic Features and Participation Patterns.;24;2014
19358;536-537;Recent Meta-reviews and Meta-analyses of AIED Systems.;26;2016
19359;5-25;Detecting Learning Moment-by-Moment.;21;2011
19360;357-379;Towards Individualized Dialogue Support for Ill-Defined Domains.;19;2009
19361;249-270;Dynamic Cultural Contextualisation of Educational Content in Intelligent Learning Environments using ICON.;25;2015
19362;284-332;BEETLE II: Deep Natural Language Understanding and Automatic Feedback Generation for Intelligent Tutoring in Basic Electricity and Electronics.;24;2014
19363;590-615;Scaling Academic Writing Instruction: Evaluation of a Scaffolding Tool (Thesis Writer).;28;2018
19364;361-389;Monitoring Affect States During Effortful Problem Solving Activities.;20;2010
19365;89-120;Student Models that Invite the Learner In: The SMILI: () Open Learner Modelling Framework.;17;2007
19366;267-288;Advancing Development of Intercultural Competence through Supporting Predictions in Narrative Video.;19;2009
19367;195-223;CycleTalk: Data Driven Design of Support for Simulation Based Learning.;16;2006
19368;261-290;From Mirroring to Guiding: A Review of State of the Art Technology for Supporting Collaborative Learning.;15;2005
19369;448-474;Designing Grounded Feedback: Criteria for Using Linked Representations to Support Learning of Abstract Symbols.;27;2017
19370;271-276;Reflections on the KVL Tutoring Framework: Past, Present, and Future.;16;2006
19371;534-581;Automated Assessment of the Quality of Peer Reviews using Natural Language Processing Techniques.;27;2017
19372;152-193;Detecting and Addressing Frustration in a Serious Game for Military Training.;28;2018
19373;73-98;Personalization of Reading Passages Improves Vocabulary Acquisition.;20;2010
19374;27-58;Integrating Case-Based Reasoning and Meta-Learning for a Self-Improving Intelligent Tutoring System.;18;2008
19375;25-36;Face-to-Face Interaction with Pedagogical Agents, Twenty Years Later.;26;2016
19376;62-91;A Configurable Conversational Agent to Trigger Students' Productive Dialogue: A Pilot Study in the CALL Domain.;24;2014
19377;419-447;Assessing Whether Students Seek Constructive Criticism: The Design of an Automated Feedback System for a Graphic Design Task.;27;2017
19378;33-61;Adaptive Intelligent Support to Improve Peer Tutoring in Algebra.;24;2014
19379;289-308;BiLAT: A Game-Based Environment for Practicing Negotiation in a Cultural Context.;19;2009
19380;291-317;Learning to Overcome Cultural Conflict through Engaging with Intelligent Agents in Synthetic Cultures.;25;2015
19381;375-417;An Intelligent Tutoring System for Entity Relationship Modelling.;14;2004
19382;439-469;Teaching and Learning in the Pleistocene: A Biocultural Account of Human Pedagogy and Its Implications for AIED.;28;2018
19383;428-454;Authoring Effective Embedded Tutors: An Overview of the Extensible Problem Specific Tutor (xPST) System.;25;2015
19384;115-135;Modelling and Optimizing Mathematics Learning in Children.;23;2013
19385;241-267;Computing of Learner's Personality Traits Based on Digital Annotations.;27;2017
19386;365-377;Supporting Effective Collaboration: Using a Rearview Mirror to Look Forward.;26;2016
19387;255-269;Recognizing Young Readers' Spoken Questions.;21;2013
19388;1-46;Supporting Collaborative Learning and E-Discussions Using Artificial Intelligence Techniques.;20;2010
19389;7-22;Structured Markup on the Web: A Tale of Two Sites.;1;1999
19390;153-163;From Semistructured Data to XML: Migrating the Lore Data Model and Query Language.;2;2000
19391;126-132;Regular Expressions for Checking Dates.;2;2000
19392;352; Two propositions regarding   Topic Maps  . ;2;2000
19393;73-92;A Simple Property Set for Contract Architectural Forms.;3;2001
19394;205-214;Managing XML Documents in an Integrated Digital Library.;2;2000
19395;107-116;Complexity of Context-Free Grammars with Exceptions and the Inadequacy of Grammars as Models for XML and SGML.;3;2001
19396;89-113;XML Tools And Architecture for Named Entity Recognition.;1;1999
19397;215-234;Meaning and Interpretation of Markup.;2;2000
19398;55-63;The Death of XML Editors - And The Next-Generation Client.;3;2001
19399;37-45;XML Conformance (draft-19990728-1650).;1;1999
19400;45-64;Topic Maps: Templates, Topology, and Type Hierarchies.;2;2000
19401;133-152;Demonstrational Interface for XSLT Stylesheet Generation.;2;2000
19402;295-320;Using UML to Define XML Document Types.;2;2000
19403;111-125;Can a Team Tag Consistently? Experiences on the Orlando Project.;2;2000
19404;91-100;Programming Marked-Up Documents.;1;1999
19405;1-6;Welcome to Markup Languages: Theory & Practice.;1;1999
19406;27-36;Knowledge Structuring for Corporate Memory.;1;1999
19407;65-71;OASIS XSLT/XPath Conformance Testing.;3;2001
19408;20-26;Regular Expression for Dates.;1;1999
19409;33-45;News You Can Reuse: Content Repurposing at The Wall Street Journal Interactive Edition.;1;1999
19410;281-294;Beyond Schemas: Schema Adjuncts and the Outside World.;2;2000
19411;183-202;A Formal Semantics of Patterns in XSLT and XPath.;2;2000
19412;459-468;The many faces of XSLT.;2;2000
19413;53-76;SGML & XML Content Models.;1;1999
19414;421-457;How to maintain a family of DTDs and keep them related using switchboard.;2;2000
19415;164;The Consultant's Toolkit.;2;2000
19416;40-44;SQUIB: Down With Onions.;2;2000
19417;41-59;An SGML System for the Budget of the European Union.;1;1999
19418;367-388;Topic maps self-control.;2;2000
19419;17-53;The Relationship Between General and Specific DTDs: Criticizing TEI Critical Editions.;3;2001
19420;65-80;Authoring Tool for Web Content Transcoding.;2;2000
19421;77-94;Techniques for Managing Collections of Interrelated Text Modules.;1;1999
19422;1-30;SGML for Electronic Publishing at a Technical Society: Expectation Meets Reality.;1;1999
19423;75-102;UnicodeTM: What is it and how do I use it?;1;1999
19424;75-90;SGML Documents: Where Does Quality Go?;1;1999
19425;165-182;Marked-up Programming: Using XML to Structure Computer Program Source Code.;2;2000
19426;61-88;REX: XML Shallow Parsing with Regular Expressions.;1;1999
19427;1-10;Developing Best-Practice Guidelines for XML/EDI.;2;2000
19428;72;SGML: An Historical Perspective.;3;2001
19429;235-254;Managing Web Relationships With Document Structures.;2;2000
19430;458;The Consultant's Toolkit, Updated.;2;2000
19431;389-410;Hypertext functionalities with XML.;2;2000
19432;23-39;IBM's TaskGuide: An XML-based System for Creating Wizard-Style Helps.;1;1999
19433;93-106;Path Predicate Calculus: Towards a Logic Formalism for Multimedia XML Query Languages.;3;2001
19434;64;SGML: The Next Generation [Forecast #2].;3;2001
19435;81-106;Caterpillars: A Context Specification Technique.;2;2000
19436;47-74;A New Generation of Tools for SGML.;1;1999
19437;269-280;Navigable Topic Maps for Overlaying Multiple Acquired Semantic Classifications.;2;2000
19438;14-16;More Than One DTD.;3;2001
19439;1-13;Markup's Current Imbalance.;3;2001
19440;54;SGML: The Next Generation [Forecast #1].;3;2001
19441;411-420;The descriptive/procedural distinction is flawed.;2;2000
19442;255-268;An XML Messaging Architecture for Border Management Systems.;2;2000
19443;47-74;Navigating Haystacks and Discovering Needles: Introducing the New Topic Map Standard.;1;1999
19444;1-19;The Problem of Anomalous Data.;1;1999
19445;337-351;Building a better Golem.;2;2000
19446;7-32;Document Structure and Markup in the FRESS Hypertext System.;1;1999
19447;11-39;System Architectures for Structured Document Data.;2;2000
19448;31-51;Using SGML for Linguistic Analysis: The Case of the BNC.;1;1999
19449;353-365;Planning a new type of literary edition: The Thomas Mann Project.;2;2000
19450;309-324;Pythagorean trapezoidal fuzzy geometric aggregation operators based on Einstein operations and their application in group decision making.;36;2019
19451;575-586;Numerical solution of linear fuzzy Volterra integro-differential equations by variational iteration method.;24;2013
19452;265-278;An Object-Oriented Framework for Knowledge Representation Based on Fuzzy Sets.;1;1993
19453;4411-4420;Artificial intelligence recognition system for cracking character authentication code.;35;2018
19454;305-311;Daily streamflow prediction by ANFIS modeling: Application to Lower Zamanti Karst Basin, Turkey.;23;2012
19455;625-645;Developing a model for integrating decisions in technology roadmapping by fuzzy PROMETHEE.;26;2014
19456;1947-1953;The novel models for interval-valued intuitionistic fuzzy multiple attribute decision making with correlative weight information.;28;2015
19457;327-336;Uncertain dynamic responses of fuzzy fractionally damped spring-mass system.;29;2015
19458;4987-4995;A PSO based search for optimal tuning and fixing of UPFC to improve usefulness of distribution system.;35;2018
19459;575-581;Information structuring in natural language communication: Syntactical approach.;17;2006
19460;2889-2898;Hermite and piecewise cubic Hermite interpolation of fuzzy data.;26;2014
19461;975-986;Generalized intelligent Water Drops algorithm by fuzzy local search and intersection operators on partitioning graph for path planning problem.;29;2015
19462;2525-2531;Study on algorithm and application to radical input method and standardization of Nvshu.;31;2016
19463;667-677;A method for temporal knowledge integration using indeterminate valid time.;27;2014
19464;2801-2809;Schedule of supply chain management project based on TOC.;33;2017
19465;1465-1479;Approximation reasoning models based on random variables sequence.;26;2014
19466;111-122;Application of Bayesian belief networks and fuzzy cognitive maps in intrusion analysis.;35;2018
19467;2473-2480;An improved semi-supervised learning method for software defect prediction.;27;2014
19468;255-267;HTN planning with uncontrollable durations for emergency decision-making.;33;2017
19469;15-26;A novel descriptor redundancy approach for non-quadratic robust H;29;2015
19470;1-18;Encoding of Production Rules in a Connectionist Network.;4;1996
19471;2291-2301;Type-2 fuzzy image enhancement: Fuzzy rule based approach.;26;2014
19472;183-195;SPARQL queries on RDF with fuzzy constraints and preferences.;30;2016
19474;955-964;Production scheduling optimization method based on hybrid particle swarm optimization algorithm.;34;2018
19475;1649-1658;Optimal voltage control and loss reduction in microgrid by active and reactive power generation.;27;2014
19476;2623-2637;Mamdani fuzzy networks with feedforward rule bases for complex systems modelling.;30;2016
19477;2405-2416;An algorithm for computing certain metrics in intuitionistic fuzzy graphs.;30;2016
19478;1167-1178;An intelligent neuro fuzzy temporal knowledge representation model for mining temporal patterns.;26;2014
19479;3493-3503;New measures of similarity based on fuzzy implications.;33;2017
19480;49-56;Speech recognition using variable-length frame overlaps by intelligent fuzzy control.;25;2013
19481;245-254;Sentiment analysis of text based on three-way decisions.;33;2017
19482;1375-1380;Aubin core and bargaining set for almost-convex fuzzy cooperative games.;27;2014
19483;1703-1717;Multi-criteria decision making with intuitionistic fuzzy PROMETHEE.;27;2014
19484;1547-1559;Adaptive guided ejection search for pickup and delivery with time windows.;32;2017
19485;3581-3593;A semi-supervised approach based on evolving clusters for discovering unknown abnormal condition patterns in gearboxes.;34;2018
19486;2627-2637;An enhanced fuzzy time series forecasting method based on artificial bee colony.;26;2014
19487;755-763;Mathematical programming methodology for multiattribute decision making using interval-valued intuitionistic fuzzy sets.;24;2013
19488;2427-2436;Atanassov's intuitionistic fuzzy grade of a class of non-complete 1-hypergroups.;26;2014
19489;2073-2082;Automatic idiopathic scoliosis screening using low-cost commodity sensors.;31;2016
19490;385-394;An adaptive fuzzy system for the control of the vergence angle on a robotic head.;21;2010
19491;2721-2730;Application of intelligent forewarning system for desertification in China.;35;2018
19492;3431-3437;Research on the supplier selection model of closed-loop logistics systems with hesitant fuzzy information.;30;2016
19493;1071-1079;On the justification to use a novel simplified interval type-2 fuzzy logic system.;28;2015
19494;247-256;Motion Frame Analysis and Scene Abstraction: Discrimination Ability of Fuzziness Measures.;3;1995
19495;3903-3916;Novel distance and similarity measures for hesitant fuzzy sets and their applications to multiple attribute decision making.;34;2018
19496;239-246;Enhancement of Transient Stability of Power Systems by Using Fuzzy Controller.;3;1995
19497;3287-3294;An efficient gene selection technique based on Self-organizing Map and Particle Swarm Optimization.;33;2017
19498;335-346;Fuzzy modeling and control of a nonlinear magnetic bearing system.;7;1999
19499;1763-1772;Three-way decisions based on covering rough set.;30;2016
19500;403-411;Interval-valued hesitant fuzzy filters in BE-algebras.;33;2017
19501;2463-2483;Some new Shapley dual hesitant fuzzy Choquet aggregation operators and their applications to multiple attribute group decision making-based TOPSIS.;33;2017
19502;1299-1309;States on hyper MV-algebras.;31;2016
19503;1219-1227;A sufficient condition on a general class of interval type-2 Takagi-Sugeno fuzzy systems with linear rule consequent as universal approximators.;29;2015
19504;3655-3667;The research on text clustering based on LDA joint model.;32;2017
19505;3275-3286;Dynamic fault tree analysis using fuzzy L-U bounds failure distributions.;33;2017
19506;125-136;An intelligent controller for ionic polymer metal composites using optimized fuzzy reinforcement learning.;33;2017
19507;273-279;Isomorphic continuous connectives in fuzzy logic.;16;2005
19508;41-54;A group consensus decision support model for hesitant 2-tuple fuzzy linguistic preference relations with additive consistency.;33;2017
19509;15-25;An intuitionistic fuzzy soft set method for stochastic decision-making applying prospect theory and grey relational analysis.;33;2017
19510;569-582;The complex neutrosophic soft expert set and its application in decision making.;34;2018
19511;401-407;Performance evaluation on the water endurance of chemical adhesive steel bar in concrete with triangular fuzzy information.;32;2017
19512;1621-1629;Certain summability methods in intuitionistic fuzzy normed spaces.;27;2014
19513;137-143;The supreme-consistent value for fuzzy transferable-utility games: Alternative formulation, dynamic process and axiomatizations.;33;2017
19514;157-170;Toward the Development of an Expert System for Erecting Concrete Bridges (Experect).;1;1993
19515;19-24;Classification of gene expression data using fuzzy logic.;12;2002
19516;141-160;Pattern Recognition of Spastic Motion.;4;1996
19517;113-124;Sugeno based robust adaptive fuzzy sliding mode controller for SISO nonlinear systems.;17;2006
19518;1225-1233;Soft int-rings and its algebraic applications.;28;2015
19519;3311-3320;An extension of rough fuzzy set.;30;2016
19520;673-681;Maximal filter and its topology in lattice implication algebras.;35;2018
19521;25-33;Affine parameter-dependent TS fuzzy controller with application to aircraft roll control.;13;2003
19522;6161-6172;Fast I-slice encoding and down-scaling from H.264/AVC bit stream.;35;2018
19523;513-523;A fixed point approach to the stability of a septic functional equation in fuzzy quasi-β-normed spaces.;28;2015
19524;1709-1719;Improved short-term load forecasting based on EEMD, Guassian disturbance firefly algorithm and support vector machine.;31;2016
19525;4037-4048;Simulation research on high precision multimode GNSS positioning algorithm.;35;2018
19526;423-432;Cluster based secure authentication technique using ant colony optimization in wireless sensor networks.;31;2016
19527;5301-5315;Design of robust fractional order fuzzy sliding mode PID controller for two link robotic manipulator system.;35;2018
19528;193-206;Hydraulic Servocylinder Position Control Using a Hybrid Neurofuzzy Controller.;4;1996
19529;263-285;Optimization study with ligand-design interval rules.;17;2006
19530;2213-2224;Considering uncertainty in the fuel cell and capacitor allocation problem using a novel self adaptive modification approach.;28;2015
19531;327-336;A hybrid decision tree classifier.;26;2014
19532;1609-1620;A robust convolutional neural network for online smartphone-based human activity recognition.;35;2018
19533;91-97;Research on the innovation ability evaluation of traditional enterprise's business model for internet transition with hesitant fuzzy information.;31;2016
19534;3145-3152;Feasibility analysis of data transmission in SDN.;33;2017
19535;75-103;An introduction to nonlinear analysis of fuzzy control systems.;7;1999
19536;207-214;Uncertain flexible flow shop scheduling problem subject to breakdowns.;32;2017
19537;1311-1320;A new dissimilarity measure between intuitionistic fuzzy sets and its application in multiple attribute decision making.;29;2015
19538;479-485;Rough soft lattices and generalized fuzzy soft lattices.;31;2016
19539;143-152;Delay range dependent fuzzy control design for nonlinear neutral systems with time varying delays.;26;2014
19540;637-647;Weakly contractive mappings in partially ordered metric space and solutions of delay interval-valued differential equations under generalized Hukuhara differentiability.;36;2019
19541;93-103;Enriched (L, M)-fuzzy convergence spaces.;27;2014
19542;1543-1549;Hybrid credit scoring model using neighborhood rough set and multi-layer ensemble classification.;34;2018
19543;5193-5201;A new weight initialization method for sigmoidal FFANN.;35;2018
19544;5337-5344;Modeling of fractional order chaotic systems using artificial bee colony optimization and ant colony optimization.;35;2018
19545;2775-2782;Improved Uneven Cluster-Based routing protocol based on CRT algorithm.;33;2017
19546;1553-1562;Hyperfuzzy subsets and subgroupoids.;33;2017
19547;3775-3784;A novel traffic sign recognition algorithm based on sparse representation and dictionary learning.;32;2017
19548;141-152;Maximal fuzzy supplement frequent pattern mining based on advanced pattern-aware dynamic search strategy and an effective FSFP-array technique.;34;2018
19549;2737-2742;Evaluation of scientific publications with hesitant fuzzy uncertain linguistic and semantic information.;29;2015
19550;55-68;Complex vague soft sets and its distance measures.;31;2016
19551;317-329;Balancing fuzzy multi-objective two-sided assembly lines via Bees Algorithm.;21;2010
19552;4235-4246;The drivers' lane selection model based on mixed fuzzy many-person multi-objective non-cooperative game.;32;2017
19553;1869-1880;A forward selection based fuzzy regression for new product development that correlates engineering characteristics with consumer preferences.;30;2016
19554;1903-1915;Adaptive interval type-2 fuzzy sliding mode control for fractional-order systems based on finite-time scheme.;32;2017
19555;743-751;Network reliability evaluation for fuzzy components: An interval programming approach.;27;2014
19556;1401-1431;Parameterized intuitionistic fuzzy trapezoidal operators and their application to multiple attribute group decision making.;26;2014
19557;6181-6188;Distance estimation for hopping-frequency-coding-based continuous wave.;35;2018
19558;611-618;Falling fuzzy (implicative) filters of R;24;2013
19559;527-534;Induced interval-valued intuitionistic fuzzy Hamacher ordered weighted geometric operator and their application to multiple attribute decision making.;27;2014
19560;197-207;Constructing and mining a semantic-based academic social network.;21;2010
19561;1329-1340;Probabilistic scheduling of smart electric grids considering plug-in hybrid electric vehicles.;31;2016
19562;1833-1843;Design an intelligent proportional-derivative (PD) feedback linearization control for nonholonomic-wheeled mobile robot.;26;2014
19563;3081-3089;Dynamic mobile cloud offloading prediction based on statistical regression.;32;2017
19564;1361-1373;Nonstationary signal pattern recognition using fast time-time filtering and decision tree.;27;2014
19565;423-438;Driving-situation-aware adaptive broadcasting rate scheme for vehicular ad hoc network.;35;2018
19566;445-455;An experimental study: An interpretative division method on principal component analysis.;33;2017
19567;505-515;A new method for measuring fuzziness of vague set (or intuitionistic fuzzy set).;25;2013
19569;1909-1919;A time-cost trade-off model by incorporating fuzzy earned value management: A statistical based approach.;28;2015
19570;37-49;Similarity measures for intuitionistic fuzzy sets: State of the art.;24;2013
19571;1399-1406;Fuzzy inference for soil microbial dynamics modeling in fluctuating ecological situations.;35;2018
19572;1679-1688;One-axiom characterizations on lattice-valued closure (interior) operators.;31;2016
19573;261-279;A new fuzzy criterion-referenced assessment with a fuzzy rule selection technique and a monotonicity-preserving similarity reasoning scheme.;24;2013
19574;2483-2488;Particle swarm optimization tuned fuzzy terminal sliding mode control for UPS inverters.;29;2015
19575;505-511;The orders of intuitionistic fuzzy numbers.;28;2015
19576;1027-1039;Filtering of interval type-2 fuzzy time-delay systems under a unified frame.;33;2017
19577;827-837;Interval type-2 fuzzy reasoning model of rehabilitation training for stroke.;27;2014
19578;1969-1985;Fuzzy mathematical programming approaches for reverse supply chain optimization with disassembly line balancing problem.;26;2014
19579;3653-3663;Visualization and quantitative research on intuitionistic fuzzy studies.;30;2016
19580;3913-3928;Rough sets induced by ideals in skew lattices.;33;2017
19581;185-194;Power system damping control through fuzzy static VAR compensator design including crisp optimum theory.;11;2001
19582;109-123;Defuzzification in Fuzzy Controllers.;1;1993
19583;1263-1271;Stability in p-th moment for uncertain differential equation.;26;2014
19584;609-625;Aggregation similarity measure based on intuitionistic fuzzy closeness degree and its application to clustering analysis.;35;2018
19585;2699-2709;The optimal geometry parameters and impact of parasitic capacitance and resistance of sub-14nm SOI multi-fin FinFETs.;33;2017
19586;1209-1224;Workplace assessment by fuzzy decision tree and TOPSIS methodologies to manage the occupational safety and health performance.;33;2017
19587;383-394;Swarm optimization tuned fuzzy sliding mode control design for a class of nonlinear systems in presence of uncertainties.;24;2013
19588;529-541;Impulsive hybrid interval-valued functional integro-differential equations.;32;2017
19589;259-270;A genetic fuzzy based modeling of effective thermal conductivity for polymer composites.;25;2013
19590;1857-1867;An intelligent approach for optimal capacitor placement problem as a reliability reinforcement strategy.;29;2015
19591;11-22;Intuitionistic fuzzy induced ordered weighted averaging distance operator and its application to decision making.;32;2017
19592;235-240;Bounded variation of sequences of fuzzy numbers by using generalized weighted mean.;29;2015
